pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
6kzp,../pdb\human_interaction_partners\TCP2\6kzp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6kzp,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.1,,,
6n4i,../pdb\human_interaction_partners\TCP2\6n4i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6n4i,..,pdb\human_interaction_partners\TCP2,X-RAY DIFFRACTION,0,3.5,,0.2745,0.2942
6n4q,../pdb\human_interaction_partners\TCP2\6n4q,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6n4q,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.6,,,
6n4r,../pdb\human_interaction_partners\TCP2\6n4r,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6n4r,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,4.2,,,
6nq0,../pdb\human_interaction_partners\TCP2\6nq0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6nq0,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.7,,,
6nq1,../pdb\human_interaction_partners\TCP2\6nq1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6nq1,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.5,,,
6nq2,../pdb\human_interaction_partners\TCP2\6nq2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6nq2,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.4,,,
6nt3,../pdb\human_interaction_partners\TCP2\6nt3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6nt3,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.4,,,
6nt4,../pdb\human_interaction_partners\TCP2\6nt4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\TCP2\6nt4,..,pdb\human_interaction_partners\TCP2,ELECTRON MICROSCOPY,0,3.5,,,
7d7t,../pdb\nsp3\SARS-CoV-2\7d7t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\nsp3\SARS-CoV-2\7d7t,..,pdb\nsp3\SARS-CoV-2,X-RAY DIFFRACTION,0,3.15,,0.2459,0.3127
7lfz,../pdb\human_interaction_partners\Beta-2 microglobulin\7lfz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb\human_interaction_partners\Beta-2 microglobulin\7lfz,..,pdb\human_interaction_partners\Beta-2 microglobulin,X-RAY DIFFRACTION,0,1.9,,0.1807,0.2239
1q2w,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1q2w,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1q2w,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.86,,0.194,0.249
1uj1,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uj1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uj1,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.9,,0.211,0.259
1uk2,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uk2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uk2,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.2,,0.226,0.253
1uk3,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uk3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uk3,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.4,,0.229,0.245
1uk4,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uk4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uk4,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.5,,0.213,0.231
1wof,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1wof,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1wof,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.0,,0.201,0.239
1z1i,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1z1i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1z1i,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,,,0.241,0.288
1z1j,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1z1j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1z1j,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,,,0.2139,0.2989
2a5a,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2a5a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2a5a,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.08,,0.19171,0.24638
2a5i,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2a5i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2a5i,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.88,,0.19813,0.24224
2a5k,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2a5k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2a5k,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.3,,0.17467,0.24889
2alv,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2alv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2alv,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.89,,0.255,0.315
2amd,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2amd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2amd,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.85,,0.215,0.245
2amq,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2amq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2amq,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.3,,0.194,0.23
2bx3,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2bx3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2bx3,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.0,,0.175,0.257
2bx4,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2bx4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2bx4,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.79,,0.208,0.302
2c3s,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2c3s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2c3s,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.9,,0.2256,0.2643
2d2d,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2d2d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2d2d,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.7,,0.209,0.282
2duc,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2duc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2duc,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.7,,0.194,0.221
2gt7,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gt7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gt7,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.82,,0.16989,0.21694
2gt8,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gt8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gt8,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.0,,0.17487,0.24092
2gtb,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gtb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gtb,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.0,,0.19644,0.26971
2gx4,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gx4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gx4,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.93,,0.2053,0.2488
2gz7,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gz7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gz7,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.856,,0.204,0.233
2gz8,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gz8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gz8,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.97,,0.21486,0.24057
2gz9,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gz9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gz9,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.17,,0.209,0.248
2h2z,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2h2z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2h2z,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.6,,0.201,0.214
2hob,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2hob,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2hob,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.95,,0.202,0.221
2k7x,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2k7x,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2k7x,3c_like_proteinase,SARS-CoV,SOLUTION NMR,0,,,,
2liz,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2liz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2liz,3c_like_proteinase,SARS-CoV,SOLUTION NMR,0,,,,
2op9,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2op9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2op9,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.8,,0.17,0.207
2pwx,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2pwx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2pwx,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.5,,0.244,0.296
2q6g,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2q6g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2q6g,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.4,,0.199,0.267
2qc2,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qc2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qc2,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.66,,0.206,0.281
2qcy,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qcy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qcy,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.75,,0.168,0.208
2qiq,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qiq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qiq,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.9,,0.233,0.275
2v6n,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2v6n,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2v6n,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.95,,0.164,0.211
2vj1,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2vj1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2vj1,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.25,,0.183,0.256
2z3c,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z3c,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z3c,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.79,,0.19049,0.2387
2z3d,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z3d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z3d,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.1,,0.19812,0.24813
2z3e,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z3e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z3e,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.32,,0.18746,0.23123
2z94,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z94,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z94,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.78,,0.191,0.224
2z9g,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9g,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.86,,0.193,0.232
2z9j,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9j,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.95,,0.194,0.248
2z9k,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9k,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.85,,0.187,0.224
2z9l,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9l,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9l,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.1,,0.196,0.259
2zu4,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2zu4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2zu4,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.93,,0.235,0.264
2zu5,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2zu5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2zu5,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.65,,0.183,0.208
3atw,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3atw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3atw,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.3,,0.20091,0.24335
3avz,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3avz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3avz,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.46,,0.22125,0.26261
3aw0,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3aw0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3aw0,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.3,,0.22479,0.28636
3aw1,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3aw1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3aw1,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.0,,0.22371,0.26266
3d62,/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3d62,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/mastercratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3d62,3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.7,,0.259,0.363
